timestamp,symbol,action,confidence,model_accuracy,close,rsi,macd,ema_20,sma_50,sentiment,prediction,auto_trade_enabled,trade_placed,trade_retcode,trade_error
2026-05-20T19:32:59.247074,XAUUSDm,HOLD,0.55,0.5048543689320388,4547.7998046875,65.2985060990833,8.096516401952613,4514.487007198329,4521.60599609375,-0.021984126984126988,1,True,False,,
2026-05-20T19:33:49.476749+00:00,XAUUSDm,HOLD,0.55,0.5242718446601942,4547.2998046875,65.1535186151674,8.056630362067153,4514.439388150709,4521.59599609375,-0.021984126984126988,1,True,False,,
2026-05-20T19:36:17.391894+00:00,XAUUSDm,BUY,0.55,0.5339805825242718,4547.2001953125,65.12448954498652,8.048684315058381,4514.429901543567,4521.59400390625,-0.021984126984126988,1,True,True,10009,,5
2026-05-21T16:04:24.700254+00:00,XAUUSD,BUY,0.62,0.4803921568627451,4513.7001953125,46.27796411829464,-2.451658012705593,4521.347276044163,4511.784033203125,0.057034632034632035,1,False,False,,,1
2026-05-21T16:19:21.129203+00:00,XAUUSD,BUY,0.62,0.5,4520.10009765625,49.35033694243441,-2.2366485365155313,4521.168162860109,4511.340029296875,0.057034632034632035,1,True,False,,Symbol not found: XAUUSD,1
2026-05-21T16:20:06.130017+00:00,XAUUSDm,BUY,0.62,0.5,4521.39990234375,49.92742935018155,-2.132960413296132,4521.291953782728,4511.366025390625,0.057034632034632035,1,True,True,10009,,1
2026-05-21T16:32:27.977976+00:00,XAUUSDm,BUY,0.62,0.5,4519.39990234375,49.033914079970245,-2.292504572839789,4521.101477592252,4511.326025390625,0.02715909090909091,1,True,True,10009,,1
2026-05-21T16:34:11.952438+00:00,XAUUSDm,BUY,0.62,0.4803921568627451,4518.60009765625,48.667605098554475,-2.3563066561737287,4521.025305717252,4511.310029296875,0.02715909090909091,1,True,True,10009,,1
2026-06-03T05:57:11.093005+00:00,XAUUSDm,BUY,0.62,0.51,4492.39990234375,35.80443591831161,-9.095370565044504,4516.611383985632,4525.706015625,0.06522180134680136,1,True,False,,"(-6, 'Terminal: Authorization failed')",1
2026-06-03T06:01:06.556088+00:00,XAUUSDm,BUY,0.62,0.47,4494.2998046875,36.46704580145395,-8.943811403719337,4516.792327065989,4525.744013671875,0.06522180134680136,1,True,False,,"(-6, 'Terminal: Authorization failed')",1
2026-06-03T06:03:14.694947+00:00,XAUUSDm,BUY,0.62,0.54,4492.7998046875,35.94189739270416,-9.063469523378444,4516.649469923132,4525.714013671875,0.05593055555555556,1,True,False,10027,AutoTrading disabled by client,1
2026-06-03T06:03:59.121289+00:00,XAUUSDm,BUY,0.62,0.48,4491.39990234375,35.46525676111463,-9.175142644816333,4516.516145890394,4525.686015625,0.05593055555555556,1,True,False,10027,AutoTrading disabled by client,1
2026-06-03T06:14:10.307780+00:00,XAUUSDm,BUY,0.62,0.5,4494.2998046875,38.72444371904031,-10.118097186886189,4513.917755773707,4524.420009765625,0.08218055555555556,1,True,False,10027,AutoTrading disabled by client,1
2026-06-03T06:21:43.604868+00:00,XAUUSDm,BUY,0.62,0.51,4493.7998046875,38.448978539536114,-10.157983226772558,4513.870136726087,4524.410009765625,0.08899873737373738,1,HOLD,0.05,0.05,0.01,300,600,True,False,10027,AutoTrading disabled by client,1
2026-06-03T06:21:58.066634+00:00,XAUUSDm,BUY,0.62,0.52,4493.7998046875,38.448978539536114,-10.157983226772558,4513.870136726087,4524.410009765625,0.08899873737373738,1,HOLD,0.05,0.05,0.01,300,600,True,False,10027,AutoTrading disabled by client,1
2026-06-03T06:31:19.597013+00:00,XAUUSDm,HOLD,0.60,0.5,4496.7998046875,40.06559463264459,-9.918666987456163,4514.155851011802,4524.470009765625,0.10629040404040405,1,True,False,,,1,0.01,0.0,True,0,0,0,-1,-0.1
2026-06-03T06:31:47.082342+00:00,XAUUSDm,SELL,0.60,0.49,4494.2998046875,38.72444371904031,-10.118097186886189,4513.917755773707,4524.420009765625,0.10629040404040405,1,True,False,10027,AutoTrading disabled by client,1,0.33,0.0,True,0,0,0,-1,-0.1
2026-06-03T06:34:06.482385+00:00,XAUUSDm,SELL,0.60,0.52,4489.39990234375,35.91374863803992,-10.50897258752775,4513.451098407635,4524.32201171875,0.10629040404040405,1,True,False,10027,AutoTrading disabled by client,1,0.01,46425,123800,True,0.0,True,0,0,0,-1,-0.1
2026-06-03T06:36:58.869621+00:00,XAUUSDm,SELL,0.60,0.51,4488.7998046875,35.55169536795543,-10.556843625633519,4513.393946249897,4524.310009765625,0.07837373737373737,1,True,False,10027,AutoTrading disabled by client,1,0.01,46425,123800,True,0.0,True,0,0,0,-1,-0.1
2026-06-03T06:37:15.997214+00:00,XAUUSDm,BUY,0.60,0.48,4489.0,35.672931853193205,-10.540873629193811,4513.413012470135,4524.314013671875,0.07837373737373737,1,True,False,10027,AutoTrading disabled by client,1,0.01,46425,123800,True,0.0,True,0,0,0,-1,-0.1
2026-06-03T06:38:31.856061+00:00,XAUUSDm,BUY,0.60,0.5,4489.7998046875,36.15276908949506,-10.477071545860781,4513.489184345135,4524.330009765625,0.07837373737373737,1,True,False,10027,AutoTrading disabled by client,1,0.01,46425,123800,True,0.0,True,0,0,0,-1,-0.1
2026-06-03T06:38:39.704399+00:00,XAUUSDm,SELL,0.60,0.56,4489.7998046875,36.15276908949506,-10.477071545860781,4513.489184345135,4524.330009765625,0.07837373737373737,1,True,False,10027,AutoTrading disabled by client,1,0.01,46425,123800,True,0.0,True,0,0,0,-1,-0.1
2026-06-03T06:40:06.420479+00:00,XAUUSDm,SELL,0.60,0.49,4490.2998046875,36.449121053550165,-10.437185505975322,4513.536803392754,4524.340009765625,0.07837373737373737,1,True,True,10009,,1,0.01,46425,123800,True,0.0,True,0,0,0,-1,-0.1
2026-06-03T06:49:49.477745+00:00,XAUUSDm,HOLD,0.54,0.53,4490.0,36.27175679636694,-10.461101549421983,4513.508250565374,4524.334013671875,0.06887373737373738,1,True,False,,,1,0.01,300,600,True,0.0,True,0,0,0,-1,-0.04
2026-06-03T06:51:39.592125+00:00,XAUUSDm,HOLD,0.54,0.56,4489.5,35.973744467065416,-10.500987589308352,4513.460631517754,4524.324013671875,0.06887373737373738,1,True,False,,,1,0.01,300,600,True,0.0,True,0,0,0,-1,-0.04
2026-06-03T06:51:52.901291+00:00,XAUUSDm,BUY,0.54,0.51,4489.5,35.973744467065416,-10.500987589308352,4513.460631517754,4524.324013671875,0.06887373737373738,1,True,True,10009,,1,0.01,46425,123800,True,0.0,True,0,0,0,-1,-0.04
2026-06-03T06:59:36.916769+00:00,XAUUSDm,HOLD,0.54,0.51,4486.60009765625,34.188839055632215,-10.732318830405347,4513.184450342159,4524.266015625,0.06887373737373738,1,True,False,,,1,0.01,300,600,True,0.0,True,0,0,0,-1,-0.04
2026-06-03T07:02:00.657571+00:00,XAUUSDm,HOLD,0.54,0.5,4487.2998046875,34.62856087241491,-10.676501745290807,4513.251089107041,4524.280009765625,0.06887373737373738,1,True,False,,,1,0.01,300,600,True,0.0,True,0,0,0,-1,-0.04
2026-06-03T07:03:16.654241+00:00,XAUUSDm,HOLD,0.54,0.52,4487.60009765625,34.81547919036997,-10.652546750633519,4513.279688437397,4524.286015625,0.06887373737373738,1,True,False,,,1,0.01,300,600,True,0.0,True,0,0,0,-1,-0.04
2026-06-03T07:03:52.789233+00:00,XAUUSDm,SELL,0.54,0.47,4487.60009765625,34.81547919036997,-10.652546750633519,4513.279688437397,4524.286015625,0.06887373737373738,1,True,True,10009,,1,0.01,46725,124600,True,0.0,True,0,0,0,-1,-0.04
2026-06-03T07:04:09.422452+00:00,XAUUSDm,SELL,0.54,0.5,4487.10009765625,34.50365794285992,-10.692432790518978,4513.232069389778,4524.276015625,0.06887373737373738,1,True,False,,risk_limit_open_trades_reached: 3 >= 3,1,0.01,300,600,True,0.0,False,0,0,0,-1,-0.04
